v1,v2,encoding,v2_clean,v2_encoded
ham,Mum ask Ì_ to buy food home...,0,mum ask ì _ buy food home,"[400, 31, 33, 74, 327, 17]"
ham,K..u also dont msg or reply to his msg..,0,ku msg reply msg,"[4139, 60, 19, 60]"
ham,How much r Ì_ willing to pay?,0,ì _ willing pay,"[33, 1108, 133]"
ham,"Sorry, I'll call later",0,sorry ill later,"[21, 9, 28]"
ham,What is important is that you prevent dehydration by giving her enough fluids,0,important prevent dehydration fluid,"[291, 4140, 4141, 4142]"
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,bit weird suppose happen good idea sure pub,"[148, 1145, 527, 129, 4, 675, 85, 423]"
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,true deari sit pray evening feel soso smsd time,"[303, 2634, 162, 700, 256, 53, 4143, 4144, 10]"
ham,"I don't think I can get away for a trek that long with family in town, sorry",0,think away trek long family town sorry,"[14, 307, 4145, 127, 367, 282, 21]"
ham,So when do you wanna gym harri,0,wanna gym harri,"[179, 625, 4146]"
ham,Quite late lar... Ard 12 anyway i wun b drivin...,0,late lar ard 12 wun drivin,"[57, 177, 353, 511, 933, 1570]"
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,review fantastic nokia ngage game deck club nokia wwwcnupdatescomnewsletter unsubscribe alert reply word,"[1065, 730, 89, 4147, 236, 4148, 380, 89, 4149, 418, 1317, 19, 106]"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,4mths half price orange line rental late camera phone free phone 11mths+ mobilesdirect free 08000938767 update or2stoptxt tcs,"[1878, 178, 297, 247, 142, 621, 57, 188, 25, 2, 25, 772, 1879, 2, 1880, 284, 1881, 259]"
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,0,height confidence aeronautic professor wer calld amp wer askd sit aeroplane aftr sit wer tell dat plane ws student dey hurry plane bt 1 said\if student,"[1571, 1548, 2635, 2636, 1146, 2637, 70, 1146, 602, 162, 2638, 1147, 162, 1146, 13, 176, 1239, 1975, 891, 1318, 793, 1239, 328, 67, 2639, 2640, 891]"
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,like weird timing night want smoke day shitstorm attribute smoke,"[6, 1145, 1763, 37, 7, 313, 8, 4150, 4151, 313]"
spam,08714712388 between 10am-7pm Cost 10p,1,08714712388 10am7pm cost 10p,"[4152, 1572, 170, 519]"
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,save stress person dorm account send account detail money send,"[482, 1976, 137, 2641, 158, 5, 158, 281, 105, 5]"
ham,He also knows about lunch menu only da. . I know,0,lunch menu da,"[144, 946, 32]"
ham,When i have stuff to sell i.ll tell you,0,stuff sell ill tell,"[140, 439, 9, 13]"
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,1,+449071512431 urgent 2nd attempt contact uu win å£1250 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,"[4153, 93, 249, 318, 80, 1977, 22, 2642, 2643, 536, 2644, 2645, 2646, 209, 2647, 1978, 783]"
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,book lesson msg work sth spec membership px3748,"[181, 285, 60, 30, 4154, 4155, 1758, 4156]"
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,win guarantee å£1000 cash å£2000 prize claim yr prize customer service representative 08714712394 10am7pm,"[22, 126, 203, 78, 244, 58, 38, 360, 58, 100, 75, 695, 4157, 1572]"
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,macha feel upseti assume mindsetbelieve evening wonderful plan uslet life begin againcall anytime,"[4158, 53, 4159, 1319, 4160, 256, 479, 107, 4161, 72, 943, 4162, 462]"
ham,Oh is it? Send me the address,0,oh send address,"[42, 5, 358]"
ham,S'fine. Anytime. All the best with it.,0,sfine anytime good,"[4163, 462, 4]"
ham,That is wondar full flim.,0,wondar flim,"[4164, 4165]"
ham,Ya even those cookies have jelly on them,0,ya cookie jelly,"[108, 2648, 4166]"
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,world run stillmaybe feel sameso itor admiti madthen correctionor let lifeand run worldmay runninglet run,"[187, 184, 4167, 53, 4168, 4169, 4170, 4171, 4172, 65, 4173, 184, 4174, 4175, 184]"
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,look scrumptious daddy want eat night long,"[84, 4176, 885, 7, 111, 37, 127]"
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,cos lar ba dao ok 1 pm lor ask ah ask fri ask today,"[76, 177, 2649, 4177, 3, 67, 314, 18, 31, 251, 31, 502, 31, 24]"
ham,"Alright omw, gotta change my order to a half8th",0,alright omw change order half8th,"[323, 986, 218, 300, 2650]"
ham,Exactly. Anyways how far. Is jide her to study or just visiting,0,exactly anyways far jide study visit,"[1148, 1483, 464, 4178, 390, 471]"
ham,Dunno y u ask me.,0,dunno ask,"[246, 31]"
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email 123,"[385, 4179, 4180, 4181, 4182, 4183, 4184, 4185, 399, 385, 1921]"
ham,No he didn't. Spring is coming early yay!,0,spring early yay,"[1979, 132, 1149]"
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,lol feel bad use money steak dinner =,"[81, 53, 173, 143, 105, 4186, 201]"
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,trouble convincingjust tel twice tel neglect msg read itjust reply,"[837, 4187, 557, 1320, 557, 4188, 60, 292, 4189, 19]"
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,leave qatar tonite search opportunityall fastpls add prayers dearrakhesh,"[45, 1478, 892, 339, 4190, 4191, 474, 4192, 4193]"
ham,Then why no one talking to me,0,talk,[98]
ham,Thanks for looking out for me. I really appreciate.,0,thank look appreciate,"[54, 84, 764]"
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,hi customer loyalty offerthe new nokia6650 mobile å£10 txtauction txt word start 81151 4tctxt tc 150pmtmsg,"[29, 100, 960, 2651, 26, 2652, 23, 1321, 1573, 16, 106, 90, 2653, 2654, 322, 2655]"
ham,Wish i were with you now!,0,wish,[87]
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,haha mayb ure rite da feeling like gd lor fast find gal group attach liao,"[131, 584, 719, 401, 32, 1574, 6, 475, 18, 366, 61, 537, 1121, 2656, 206]"
ham,Yes i will be there. Glad you made it.,0,yes glad,"[64, 731]"
ham,Do well :)all will for little time. Thing of good times ahead:,0,little time thing good time ahead,"[252, 10, 39, 4, 10, 930]"
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,room soon û _ clock til 8 shout realise 7 wahay hour bed,"[174, 96, 508, 1322, 301, 340, 1575, 1576, 239, 4194, 119, 228]"
ham,Ok. There may be a free gym about.,0,ok free gym,"[3, 2, 625]"
ham,Men like shorter ladies. Gaze up into his eyes.,0,man like short lady gaze eye,"[112, 6, 545, 670, 4195, 627]"
ham,Dunno he jus say go lido. Same time 930.,0,dunno jus lido time 930,"[246, 207, 1785, 10, 2657]"
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,promise good care princess run send pic chance ttyl,"[541, 4, 82, 240, 184, 5, 222, 163, 1122]"
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,subscribe good mobile content service uk å£3 10 day send stop 82324 helpline 08706091795,"[1577, 4, 23, 412, 75, 449, 1578, 469, 8, 5, 20, 4196, 2658, 2659]"
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,reason ve speak year anyways great week good exam,"[421, 56, 146, 79, 1483, 40, 27, 4, 460]"
ham,By monday next week. Give me the full gist,0,monday week gist,"[722, 27, 2660]"
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,realize 40 year thousand old lady run tattoo,"[931, 789, 79, 2661, 373, 670, 184, 4197]"
spam,You have an important customer service announcement from PREMIER.,1,important customer service announcement premier,"[291, 100, 75, 1139, 2662]"
ham,Dont gimme that lip caveboy,0,gimme lip caveboy,"[1980, 1981, 4198]"
ham,When did you get to the library,0,library,[893]
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,realy sorryi recognise number confused,"[1323, 4199, 1876, 51, 2663]"
ham,So why didnt you holla?,0,holla,[1006]
ham,Cant think of anyone with * spare room off * top of my head,0,think spare room head,"[14, 1982, 174, 345]"
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,faith thing possiblehope thing worklove thing beautifulmay christmasmerry christma,"[4200, 39, 4201, 39, 4202, 39, 4203, 4204, 1936]"
ham,U should have made an appointment,0,appointment,[1241]
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,youcarlo isare phone vibrate act hear text,"[4205, 4206, 25, 4207, 1579, 157, 12]"
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,romantic paris night flight å£79 book year 08704439680tscs apply,"[1818, 1983, 37, 1268, 4208, 181, 79, 4209, 214]"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,grandma oh dear ill feel shit morning think hungover night leave sit,"[2664, 42, 46, 9, 53, 198, 73, 14, 4210, 37, 45, 162]"
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,urgent å£500 guarantee award unclaimed 09066368327 closingdate040902 claimcode m39m51 å£150pmmorefrommobile2bremovedmobypobox734ls27yf,"[93, 398, 126, 91, 4211, 4212, 4213, 4214, 4215, 4216]"
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,jus tot ask cos ba gua mt faber yest yest jus mah today jus lor,"[207, 364, 31, 76, 2649, 4217, 2665, 4218, 1324, 1324, 207, 550, 24, 207, 18]"
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0,wish family merry \\ mas happy new year advance,"[87, 367, 773, 1984, 49, 26, 79, 1150]"
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,award city break win å£200 summer shopping spree wk txt store 88039 skilgme tscs087147403231winawkage16 å£150perwksub,"[91, 1580, 332, 22, 770, 732, 578, 989, 296, 16, 628, 1985, 1986, 2666, 1987]"
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,goin somethin meetin dinner lor haha wonder tis time,"[368, 1305, 1325, 201, 18, 131, 319, 1326, 10]"
ham,"Sorry, I'll call later",0,sorry ill later,"[21, 9, 28]"
ham,I cant pick the phone right now. Pls send a message,0,pick phone right pls send message,"[62, 25, 59, 47, 5, 50]"
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,lol dramatic school close tomorrow apparently drive inch snow suppose,"[81, 4219, 255, 286, 63, 1581, 175, 1057, 534, 527]"
ham,Not getting anywhere with this damn job hunting over here!,0,damn job hunting,"[1151, 145, 4220]"
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0,lol drunkard hair moment yeah tonight wat plan,"[81, 4221, 311, 566, 66, 99, 48, 107]"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,idc weasele way shit twice row,"[4222, 4223, 55, 198, 1320, 1327]"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,0,wil minute space,"[415, 123, 894]"
ham,Just sleeping..and surfing,0,sleepingand surf,"[1868, 1269]"
ham,Thanks for picking up the trash.,0,thank pick trash,"[54, 62, 4224]"
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,tell friend sure want live smoke spend hour beg smoke,"[13, 52, 85, 7, 114, 313, 343, 119, 1582, 313]"
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",0,\hi kate lovely tonight ill phone tomorrow sing guy card xxx\,"[29, 656, 509, 99, 9, 25, 63, 1152, 97, 419, 224]"
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,happy new year dear brother miss number decide send text wish happiness abiola,"[49, 26, 79, 46, 371, 34, 51, 273, 5, 12, 87, 579, 647]"
ham,That means get the door,0,mean door,"[101, 674]"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,opinion 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,"[726, 67, 1538, 77, 1539, 699, 138, 788, 200, 1540, 980, 239, 1541, 340, 1293, 225, 384, 47, 19]"
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,hmmm think hour slave 3 late punish,"[760, 14, 119, 895, 77, 57, 4225]"
ham,Beerage?,0,beerage,[4226]
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,important customer service announcement premier freephone 0800 542 0578,"[291, 100, 75, 1139, 2662, 849, 547, 1558, 2667]"
ham,Dont think so. It turns off like randomlly within 5min of opening,0,think turn like randomlly 5min opening,"[14, 542, 6, 4227, 1831, 1988]"
ham,"She was supposed to be but couldn't make it, she's still in town though",0,suppose town,"[527, 282]"
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,time fix spelling completely diff word figure,"[10, 520, 4228, 759, 1989, 106, 564]"
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,think live good life perfect partner txt age join mobile community 100psm,"[14, 114, 4, 72, 1583, 1085, 16, 409, 204, 23, 1990, 4229]"
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",1,5 free polyphonic tone 087018728737 national rate toppoly tune send week text subpoly 81618 å£3 pole unsub 08718727870,"[138, 2, 1328, 83, 4230, 593, 231, 4231, 4232, 5, 27, 12, 1991, 4233, 1578, 2668, 1294, 2669]"
